#,Book Title,ISBN,Product Form,Language,Applicant Type,Name of Publishing Agency/Publisher,Imprint,Name of Author/Editor,Publication Date
1886,Norwegian Nadodikkathakal(Edition1),978-93-92231-95-7,Paperback / softback,Malayalam,Publisher,V C Thomas Editions,V C Thomas Editions,Peter Christen Asbjørnsen and Jørgen Moe,12/04/2026
1887,Let’s Play with Organic Reaction Mechanisms,978-93-5779-385-8,Paperback / softback,English,Author,Giriraj Vishwakarma,,Giriraj Kumar Vishwakarma,31/05/2026
1888,Textbook of Biostatistics(Edition1st),978-81-998684-6-5,Paperback / softback,English,Publisher,Wainganga Publications,,"Dr.Durgesh Agase, Mr. Harsh Tiwari,Muskan Vaidya, Aman Rahangdale",10/04/2026
1889,Kuronas,978-93-48641-98-4,Book,Tamil,Publisher,Her Stories,Her Stories,T Tara Devi,01/04/2024
1890,Karaikkal Ammaiyum Puthiya Thalaimuraiyum,978-93-5810-049-5,Book,Tamil,Author,SUBRAMANIAM.R,,SUBRAMANIAM.R,09/04/2026
1891,Molecular Plant Breeding and Genomic Selection for Crop Improvement,978-81-69334-38-9,Paperback / softback,English,Publisher,Golden Leaf Publishers,,"Dr. Anu Naruka, Dr. Walunjkar Babasaheb C., Prof. Ashish N. Sahane, Nirmal Carpenter, Vaibhav Satish Waghe",14/04/2026
1892,Lacrosse Rulebook,978-93-5812-259-6,Paperback / softback,Marathi,Author,mukund rahul chavan,,mukund rahul chavan,01/04/2026
1893,The Secret Startup,978-81-685555-0-1,Book,English,Publisher,Bookosmia Private Limited,,Jeevasini Patnana,15/04/2026
1894,Revolutionizing Logistics and Supply Chains: The E-Commerce Influence on Efficiency and Agility,978-93-5879-709-1,Book,English,Publisher,REDSHINE Publication,,"Ms. Harshita Gaikwad, Mr. Santosh Gaikwad",01/04/2026
1895,"Logistics and Supply Chain Management: Strategies, Technologies, and Case Studies",978-93-5879-431-1,Book,English,Publisher,REDSHINE Publication,,Ms. Harshita Santosh Gaikwad,01/04/2026
1896,Harano Shoishob(Edition1st),978-81-685581-6-8,Paperback / softback,Bengali,Publisher,Kheya Tori Prokashani,,Chayan Mallick,13/04/2026
1897,Ghorer Prohor(Edition1st),978-81-685581-7-5,Paperback / softback,Bengali,Publisher,Kheya Tori Prokashani,,Chiroshree Singha,13/04/2026
1898,Kabitar Shat Prahar(Edition1st),978-81-685581-5-1,Hardback,Bengali,Publisher,Kheya Tori Prokashani,,Amiyatosh Ghosh,13/04/2026
1899,पर्यावरण विज्ञान और पारिस्थितिकी,978-93-5812-094-3,Book,Hindi,Author,डॉ. आकाश एस्के,,डॉ. आकाश एस्के,30/04/2026
1900,"Human Values and Ethics: Principles, Perspectives and Practice(EditionFirst)",978-93-47486-15-9,E-book reader,English,Publisher,ISRI Press,,"Mahendran Jayaraman, Syed Abudaheer K",25/04/2026
1901,"Human Values and Ethics: Principles, Perspectives and Practice(EditionFirst)",978-93-47486-96-8,Paperback / softback,English,Publisher,ISRI Press,,"Mahendran Jayaraman, Syed Abudaheer K",25/04/2026
1902,Bhayankar Atanke Sundarban(Edition1st),978-81-685581-2-0,Paperback / softback,Bengali,Publisher,Kheya Tori Prokashani,,Pijush Kanti Naskar,13/04/2026
1903,नर्सिंग ऑफिसर और सिस्टर ट्यूटर(Edition1st),978-93-49678-06-4,Book,Hindi,Publisher,shree kabir publication,,"Sanjay Dangi, Babulal Dangi",01/05/2026
1904,MATHEMATICS FOUNDATION FOR LITTLE CADETS,978-93-5812-351-7,Book,English,Author,Monika,,Monika,20/04/2026
1905,समानता के पुरोधा : श्रीराम,978-93-5949-627-6,Book,Hindi,Publisher,Sadhana Kunj Publication,,Dr. Chintamani Rathore,10/04/2026
1906,शिक्षा का भारतीयकरण,978-93-5949-338-1,Book,Hindi,Publisher,Sadhana Kunj Publication,,Dr. Chintamani Rathore,10/04/2026
1907,"Agriculture Capsule Series : Quick Revision notes for ICAR ASRB Net JRF SRF, All Agricultural exams Detail explanations of PYQs",978-93-5812-395-1,Paperback / softback,English,Author,Shiv Mani Dwivedi,,Shiv Mani Dwivedi,14/04/2026
1908,Redemption Awaits: The Awakening(Edition4),978-93-7752-860-7,Digital online,English,Publisher,Ukiyoto Publishing (Isekai Labs LLP),,Ralph Cole,09/04/2026
1909,Redemption Awaits: The Awakening(Edition1),978-93-7752-280-3,Paperback / softback,English,Publisher,Ukiyoto Publishing (Isekai Labs LLP),,Ralph Cole,09/04/2026
1910,Evolution of Indian Nationalism and Anti-Colonial Resistance: From Liberal to Revolutionary Phases,978-93-94449-51-0,Book,English,Publisher,Jayanti Prakashan,,"Dr. Kalyan Kumar Sarkar, Sk Rahaman Ali & Joydev Barman",20/12/2025
1911,HYMNS OF INK,978-93-5812-265-7,Book,English,Author,BINCY JOHNSON,,BINCY JOHNSON,30/04/2026
1912,The Unseen Heard: Sound Design and Psychological Horror in Sabdham (2025)(Edition1),978-81-685350-9-1,Book,English,Publisher,Research Clave,,KARTHICK K & DR. ABDULLAH ALFAZEENA,01/05/2026
1913,An experimental study in the role of social media as a trend setter in wedding photography(Edition1),978-81-685350-5-3,Book,English,Publisher,Research Clave,,GOWTHAM P & DR. K. MANIKKAM,01/05/2026
1914,Tribal Narratives on Screen: A Study of Stereotypical Semiotics in Tamil Films Viduthalai Part 1 & 2(Edition1),978-81-685350-6-0,Book,English,Publisher,Research Clave,,DIVAKAR P & DR. ABDULLAH ALFAZEENA,01/05/2026
1915,Beyond Action Shots: Emotional Narratives in Sports Magazine Photography(Edition1),978-81-685350-0-8,Book,English,Publisher,Research Clave,,DHARSHINI R & DR. K. MANIKKAM,01/05/2026
1916,Redefining Gendered Gaze: Comparing Cross Cultural Adaptation in East Asian vs South Asian Films Miss Granny (2014) Oh! Baby (2019)(Edition1),978-81-685350-3-9,Book,English,Publisher,Research Clave,,CHARULATHA S & DR. ABDULLAH ALFAZEENA,01/05/2026
1917,Generative AI vs traditional human art: A comparitive study(Edition1),978-81-685350-4-6,Book,English,Publisher,Research Clave,,BALAGANESH M & DR. KEERTHANA.S,01/05/2026
1918,AN ANALYTICAL STUDY ON THE GLOBAL POPULARISATION OF HOOK STEPS OF KOLLYWOOD SONGS ( 2020 - 2025 )(Edition1),978-81-685350-7-7,Book,English,Publisher,Research Clave,,ASWATHY K R & DR. J. JONE ANTONY RAJA,01/05/2026
1919,Dual Faces of Female Antagonism: Varalaxmi Sarathkumar in Sarkar and Sandakozhi 2(Edition1),978-81-685350-2-2,Book,English,Publisher,Research Clave,,ARAVINDH KUMAR S & DR. ABDULLAH ALFAZEENA,01/05/2026
1920,The Quiet Male: Exploring Silence and Masculinity in Jaggi(Edition1),978-81-685350-1-5,Book,English,Publisher,Research Clave,,APARNA G & DR. K. MANIKKAM,01/05/2026
1921,"Screening Power: Vijay, Ideology, and Political Narratives in Sarkar (2018)(Edition1)",978-81-685350-8-4,Book,English,Publisher,Research Clave,,AKISH K & DR. ABDULLAH ALFAZEENA,01/05/2026
1922,Aatma jnana,978-93-5812-387-6,Paperback / softback,Kannada,Author,Chandrappa L,,Chandrappa L,29/04/2026
1923,Baamma Cheppina Bangaaru Maata,978-93-5812-367-8,Paperback / softback,Telugu,Author,G Veerabhadra Raju,,G Veerabhadra Raju,16/04/2026
1924,Anniyan,978-81-970833-1-0,Paperback / softback,Tamil,Publisher,Endlessreaders,,balaji,30/04/2026
1925,Designing Personality: The Heartful Beginning,978-81-19487-68-4,Paperback / softback,English,Publisher,Heartfulness Education Trust,,Manika Sharma,30/04/2026
1926,The Chronicles of Narnia The complete collection 7 Book Hardcover set,978-81-69024-23-5,Boxed pack,English,Publisher,M/S ARVINS VENTURES LLP,Ista Books,C. S. Lewis,10/04/2026
1927,ohm athithyaya namaha,978-93-5812-408-8,Book,Malayalam,Author,everline,,Rimal Augustine,07/04/2026
1928,AI FOR EVERY IT ROLE What You Need to Know (Without the Hype),978-93-5812-394-4,Digital (delivered electronically),English,Author,Aditya Saha,,Aditya Saha,30/04/2026
1929,KABIR LEKHAY CHHABIR REKHA,978-93-7285-029-1,Book,Bengali,Publisher,LA STRADA,,SUBIMALENDU BIKASH SINHA,09/04/2026
1930,MADHWA SAMPRADHAYA AVASARA POOJA PADHATHI,978-93-47895-62-3,Book,Tamil,Publisher,ARULMIGU AMMAN PATHIPPAGAM,,R.S.VENKATA KRISHNA,09/04/2026
1931,मध्य प्रदेश के प्रमुख स्वतंत्रता संग्राम सेनानी,978-93-5812-064-6,Book,Hindi,Author,DWARKA,,"DR. DWARKA, NISHA CHADAR",09/04/2026
1932,MADHWA SAMPRADHAYA STHOTHRA MALA,978-93-47895-87-6,Book,Tamil,Publisher,ARULMIGU AMMAN PATHIPPAGAM,,R.S.VENKATA KRISHNA,09/04/2026
1933,ADHIKA MAASAM,978-93-47895-91-3,Book,English,Publisher,ARULMIGU AMMAN PATHIPPAGAM,,GOPALSWAMY RAMESH,09/04/2026
1934,TET Master Key Part-2(EditionI),978-93-5812-077-6,Book,Urdu,Author,Shaikh Saleem Lal,,Shaikh Saleem Lal,09/04/2026
1935,Sahishnuta Khari-Upari?,978-81-998006-4-9,Book,Marathi,Publisher,LALIT PUBLICATION MUMBAI,,Sahil Kabir,14/04/2026
1936,Life After Cancer,978-93-5812-358-6,Paperback / softback,English,Author,Manohar Radhakrishna Prabhu,,Manohar Radhakrishna Prabhu,09/04/2026
1937,Situating Identity A Study of Select Mizo Print Culture,978-93-49315-41-9,Hardback,English,Publisher,Shhalaj Publishing House,Shhalaj Publishing House,L.V. Lalrintluangi,09/05/2026
1938,CHILEKOTHAR CABI,978-81-685504-7-6,Book,Bengali,Publisher,Ujjwal Enterprise,,SHILPI DAS,10/04/2026
1939,"Brilliant, Prepared, and Went Nowhere",978-93-5812-361-6,Book,English,Author,Rachna Sekhrajka,,Rachna Sekhrajka,01/05/2026
1940,Cardiology Quick Notes for Non Cardiologist,978-93-5812-403-3,Multiple-item retail product,English,Author,Dr A M Thirugnanam,,Dr A M Thirugnanam,27/03/2026
1941,Rising: A Surgeon's Guide to Becoming,978-81-977639-1-5,Paperback / softback,English,Publisher,BOOKPECKERS,,Dr. Harjot Gurudatta,30/05/2026
1942,"मेरे हिस्से की खामोशी: कुछ अनकहे जज़्बात, जो शब्द बन गए",978-93-5812-336-4,Paperback / softback,Hindi,Author,Sanjeet Pandey,,Sonali Tiwari,07/05/2026
1943,युवाओं की पसंदीदा कहानियाँ (Edition1),978-81-685724-9-2,Book,Hindi,Publisher,Adhyrashri Publications,,Kajal Mishra,01/05/2026
1944,Gen Z कहानियाँ (Edition1),978-81-685724-2-3,Book,Hindi,Publisher,Adhyrashri Publications,,Vishal Swaroop Thakur,01/05/2026
1945,Hanumant : Bhakti ki anant mahagatha (हनुमंत : भक्ति की अनंत महागाथा)(Edition1),978-81-685724-0-9,Book,Hindi,Publisher,Adhyrashri Publications,,Vishal Swaroop Thakur,01/05/2026
1946,Anant Hashiye ka antheen chhor (अनंत हाशिये का अंतहीन छोर)(Edition1),978-81-685724-8-5,Book,Hindi,Publisher,Adhyrashri Publications,,Dr. Saurabh Maurya,01/05/2026
1947,Stree Satyetar (स्त्री सत्येतर)(Edition1),978-81-685724-7-8,Book,Hindi,Publisher,Adhyrashri Publications,,Rajdeepika,01/05/2026
1948,"Class Action Suits under the Companies act, 2013(Edition1)",978-81-685724-6-1,Book,English,Publisher,Adhyrashri Publications,,Dr. CS Adv. Mamta Binani,01/05/2026
1949,Annual IBC Brief 2025 : A comprehensice Recap of Key Judgments in the insolvency & Bankruptcy space (Edition1),978-81-685724-3-0,Book,English,Publisher,Adhyrashri Publications,,Dr. CS Adv. Mamta Binani,01/05/2026
1950,MSMEs' @ 2047 : Growth Engine to Viksit Bharat (Edition1),978-81-685724-4-7,Book,English,Publisher,Adhyrashri Publications,,Dr. CS Adv. Mamta Binani,01/05/2026
1951,Corporate Mitra (Edition1),978-81-685724-5-4,Bookmark,English,Publisher,Adhyrashri Publications,,Dr. CS Adv. Mamta Binani,01/05/2026
1952,A Study on Utilization Pattern of Information & Communication Technology Tools Among Agricultural Postgraduate Students During Covid - 19 Pandemic(Edition1),978-81-685724-1-6,Book,English,Publisher,Adhyrashri Publications,,Siddhesh Sunil Zade,01/05/2026
1953,EDHU VIYABHARAM EVER VIYABHARI(EditionFIRST EDITION),978-93-47207-27-3,Book,Tamil,Publisher,tamilspotenterprises,,K.A.P. VISWANATHAM,14/04/2026
1954,YOU ARE THE CREATOR OF YOUR OWN LIFE,978-93-5811-875-9,E-book reader,English,Author,GOLDY,,SUDEEP KUMAR GOLDER,26/04/2026
1955,Multi Access Edge Computing (MEC) for Real Time AR/VR Applications,978-81-685165-1-9,Paperback / softback,English,Publisher,Ariviyam Publication,,"Ms. K. Rajeshwari, Ms. Srinju. M,D. Kokila, Ms. Aruna T N",08/04/2026
1956,बिखरे हुए लम्हे,978-93-7026-349-9,Book,Hindi,Publisher,Nikhil Publishers Distributors,Nikhil Publishers and Distributors,अदित कंसल,09/04/2026
1957,A Textbook of Farming-Based Livelihood Systems,978-81-19577-54-5,Book,English,Publisher,Navya Book House,,"U.K Behera, P. Behera",10/04/2026
1958,"Machine Learning Essentials: Theory, Techniques, and Practical Insights",978-81-685165-9-5,Paperback / softback,English,Publisher,Ariviyam Publication,,"Dr.M.Sukanya, Sonali Jolly ,inayakaswami Negalurmath , s. Sakthi. P",07/04/2026
1959,SPECTACLE STATE,978-93-7307-312-5,Paperback / softback,English,Publisher,HarperCollins Publishers India Pvt Ltd,HARPERCOLLINS IN,Brahma Prakash,20/06/2026
1960,मन की गूंज – खंड 2,978-93-5812-230-5,Digital download and online,Hindi,Author,Rohit Chaurasia,,Rohit Chaurasia,15/04/2026
1961,हिन्‍दुस्‍तानी शास्‍त्रीय गायक और घरानेदार गायकी,978-93-95842-12-9,Book,Hindi,Publisher,KALA SAMAY PRAKASHAN,,भँवरलाल श्रीवास,20/04/2026
1962,Seyarkai Nunnarivu - Adippadaiyum Payanpadum,978-81-960339-5-8,Book,Tamil,Publisher,Essential Publications,,J. Veeranathan,29/04/2026
1963,okal bosonter chaya,978-93-5812-133-9,Paperback / softback,Bengali,Author,ANKIT DAS,,ANKIT DAS,05/04/2026
1964,अश्आर-ए-बज़्म,978-93-7026-286-7,Book,Hindi,Publisher,Nikhil Publishers Distributors,Nikhil Publishers,रेनुका वर्मा,09/04/2026
1965,मेरे प्रभु राम,978-93-5812-132-2,Book,Hindi,Author,Kishan Kushwha,,संजय शर्मा,31/03/2026
1966,4th Semester BEd Scholar: Paribesh O Janasankhya Siksha (Environmental & Population Education)(Edition1st Edition),978-93-91366-39-1,Book,Bengali,Publisher,Rita Book Agency,,"Dr Debashis Dhar, Dr Subrata Biswas, Dr Samaresh Adak, Dr. Jayanta Biswas",13/04/2026
1967,Ityadi,978-93-5812-173-5,Book,Bengali,Author,Narayan Haldar,,Narayan Haldar,07/05/2026
1968,Organizational Behaviour,978-81-685008-9-1,Book,English,Publisher,Vaagdevi publishers,,G.Jeevan Kumar,10/04/2026
1969,Vanijya 9th खण्ड 4 अर्थशास्त्र,978-93-6641-639-7,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Akhilesh Pratap Singh,11/09/2024
1970,Organizational Behaviour,978-81-685008-1-5,Book,English,Publisher,Vaagdevi publishers,,"Dr.P.Venkateswara Rao, R.Ramesh,Dr.P.Ramaseshayya",10/04/2026
1971,Vanijya 9th खण्ड 3 मुद्रा,978-93-6641-111-8,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Akhilesh Pratap Singh,14/08/2024
1972,Project Finance - Applications and Insights toEmerging Markets Infrastructure,978-93-7706-569-0,E-book reader,English,Publisher,Wiley India Pvt. Ltd.,,Paul D. Clifford,10/04/2026
1973,Vanijya 9th खण्ड 2 व्यापार प्रणाली,978-93-6641-633-5,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Akhilesh Pratap Singh,24/07/2024
1974,NTA UGC NET SET Education (Solved Papers & Practice Set)(Edition1st Edition),978-93-91366-66-7,Book,English,Publisher,Rita Book Agency,,"Dr Debashis Dhar, Dr Samaresh Adak, Dr Subrata Biswas, Dr. Jayanta Biswas, Sumita Biswas",15/04/2026
1975,Vanijya 9th खण्ड 1 बहीखाता प्रणाली,978-93-6641-483-6,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Akhilesh Pratap Singh,14/08/2024
1976,Samajik Vigyan 10th इकाई-4 (अर्थव्यवस्था (अर्थशास्त्र)),978-93-6641-988-6,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,06/08/2024
1977,K-Pop Warrior Idol Coloring Book,978-93-5812-286-2,Book,English,Author,Mira Bloom,,Mira Bloom,09/04/2026
1978,Samajik Vigyan 10th इकाई-3 (लोकतांत्रिक राजनीति-2 (नागरिकशास्त्र)),978-93-6641-574-1,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,25/07/2024
1979,GST 2.0 Balancing Growth with social Equity and Inclusion,978-81-685008-4-6,Book,English,Publisher,Vaagdevi publishers,,"Dr.T.Anuradha, Ms.Mahitha Davala,Dr.N.Suma Reddy",10/04/2026
1980,Samajik Vigyan 10th इकाई-2 (समकालीन भारत-2 (भूगोल)),978-93-6641-731-8,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,21/08/2024
1981,Samajik Vigyan 10th इकाई-1 (भारत और समकालीन विश्व 2 (इतिहास)),978-93-6641-893-3,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,17/07/2024
1982,Samajik Vigyan 9th इकाई-4 अर्थव्यवस्था (अर्थशास्त्र),978-93-6641-007-4,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,17/07/2024
1983,Samajik Vigyan 9th इकाई-3 लोकतान्त्रिक राजनीति-1 (नागरिकशास्त्र),978-93-6641-274-0,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,18/07/2024
1984,Samajik Vigyan 9th इकाई-2 समकालीन भारत-1 (भूगोल),978-93-6641-722-6,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,09/07/2024
1985,All in One Kids Learning Book,978-93-5812-366-1,Paperback / softback,English,Author,Ashtavakra Learning Publications,,Abhishek Vishwakarma,09/04/2026
1986,Samajik Vigyan 9th इकाई-1 भारत और समकालीन विश्व-1 (इतिहास),978-93-6641-738-7,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Dr. R.M. Bhatnagar,26/06/2024
1987,EFFECTIVE VISUALIZATION OF DATA,978-93-92150-26-5,Book,English,Publisher,Mind Reading Publications,,Dr. S.S. Jayabalakrishnan,09/04/2026
1988,"Jara Hat Ke, Jara Bach Ke",978-93-47450-21-1,Book,Hindi,Publisher,Vaibhav Prakashan,,Dr. Kishor Agrawal,09/04/2026
1989,Khel Yoga Sharirik 10th (Part III) (प्रयोगात्मक),978-93-6641-056-2,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Manoj Jain,11/06/2024
1990,INTRODUCTION TO INDIAN KNOWLEDGE SYSTEM IN PHYSICS,978-93-92151-10-1,Book,English,Publisher,First Book Publishing,,Dr. S.S. Jayabalakrishnan,09/04/2026
1991,Khel Yoga Sharirik 10th (Part II) (योग शिक्षा),978-93-6641-077-7,Paperback / softback,Hindi,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Manoj Jain,17/07/2024
